-1.242348420817859562e+02,-2.400221652616006285e+00
-1.455910974706253000e+02,-9.664836219662108263e+00
-5.904018070508762150e+01,-1.559997757158026577e+00
-7.694425052215731853e+01,-8.079719498849680548e+00
-7.653372856081897169e+01,-1.231556383970756663e+01
-3.365499442030682786e+01,-6.406357963543104717e+00
-1.361486933210494499e+02,-2.876133886721520483e+01
-1.626328558331606757e+02,-5.537348243053980212e+00
-1.593065516157559216e+02,3.923502220264768692e+00
-9.784028301512277892e+01,-3.375697603842915395e+00
-2.083751900328865645e+02,-7.013908719711648310e+00
-1.179447377506953387e+02,-2.756409082436798386e+00
3.438086567250806969e+00,-1.922475058252061997e+00
-1.866132847382891384e+02,-3.020007407153189760e+01
-8.739311851445181389e+01,-1.511869418914150565e+01
-1.438837096409657192e+02,-2.152559494020611908e+01
-1.960866737398517046e+02,-1.558022627024561935e+01
-2.626982732967101128e+02,-5.145325869993057211e+01
-1.203752755186228285e+02,-4.144384838763010492e+01
-1.079657266582188413e+02,-3.785712580439937369e+01
-8.661731047142814077e+01,-2.642536794401760503e+01
-2.088807323891564067e+02,-1.145322204781134623e+01
-2.587337505476088495e+02,-4.307708312496753678e+01
8.098582115297036310e+00,-3.099637869625731668e+01
-1.955517264739552274e+02,-7.583311107424928643e+00
-1.060922303885263602e+02,-2.798875965683535938e+01
-6.976459087790532010e+01,-3.061759108760699988e+01
-1.705404625049874880e+02,-8.403770452106286371e+00
-5.623393607745086342e+01,-2.444793526125678085e+01
-3.846171987064527542e+01,4.740849401824128506e+00
-2.275011490880471143e+01,-4.533132868239008850e+00
-4.926793144687562886e+01,-7.618208711757022300e+00
-2.277391711235346250e+01,-7.733379696204366383e+00
-2.575577988499643922e+01,1.742901123666408258e+00
6.973390782824044720e+01,1.639527116821950159e+01
-1.983032293241331843e+02,-9.696508903467094820e-01
-4.504849991980550783e+01,-2.575405748336777378e+01
-1.019673783314993045e+02,-2.049408220504127343e+01
-3.867746087148749012e+01,-2.491310549578767919e+01
-6.206162510425771472e+01,-1.377280219778971038e+01
-6.539202285568330808e+01,-5.266223345743735962e+01
-1.206643687667579883e+02,-2.073067992101775303e+01
-1.133614042188442141e+02,-1.671154154190205743e+00
-1.374898380206370803e+02,1.172673331373483174e+00
-1.654943967496954826e+02,-3.958351126207022475e+01
-1.588949230056976205e+02,-3.628749079454880899e+01
-1.738537631101451666e+02,-1.986970511486546798e+01
-1.459193318873515750e+02,-1.157135712357373514e+01
-1.554773995134115694e+02,-2.853127841084451433e+01
-6.379185816636672968e+01,-6.819098559529606973e+00
-4.224350240910100496e+01,-6.798760267364205134e+00
-1.730537963451541259e+02,-5.254323068615055803e+01
-5.875527376694272164e+01,-8.573069523266171998e+00
-9.174487236645074972e+01,1.264719405726302703e+00
-4.987477584041168654e+01,5.483223850307221703e+00
-1.051599245780994636e+02,-4.018923998424301480e+00
-8.334006955213195056e+01,4.497490328072517030e-01
-7.486519902051463760e+01,-2.654870887680112901e+01
7.342827597604551215e+01,-1.247255514159206058e+01
-9.385539578899158641e+01,-5.551147736574469249e+00
-1.535021585100694210e+02,-2.086574400843725918e+00
-1.260869037447452712e+02,1.126316014137562549e+00
-1.178133524446914890e+02,-1.650742033057818414e+00
-1.563121257237207260e+02,-2.130334903398730262e+01
-6.348910667805404273e+01,1.443552277096332492e+00
-8.123712367801994105e+01,-4.427133289019331563e-01
-1.027572534967901134e+02,-1.659147101073342512e+00
-7.909953041629663062e+01,-5.103254314665374158e-01
-1.970040204105467652e+01,-4.700505685037167147e+00
2.850042826496467683e+02,-1.674325632249121298e+01
-8.020886279844372524e+00,4.119962377467030734e+01
1.488391421598784063e+02,8.067738397341008394e+00
9.823600129160611516e+01,1.360467456927499619e+01
9.449849236737200897e+01,6.262816578505376874e+00
1.297994733536143563e+01,-7.283300878518358945e-02
9.823554323569329938e+01,8.082771317702265534e+00
3.445433733649314689e+01,1.026901060501890939e+01
8.130264999594666619e+01,1.057755702936717057e+01
2.194478872038585564e+02,1.570156593942729373e+01
1.129957402719037844e+02,1.667077378806742161e+01
7.481367499313064684e+01,1.812459361196500529e+00
1.540202607012145677e+02,2.424053835856728156e+01
7.126757419087994094e+01,1.687737455405668285e+01
4.454969389312238093e+01,1.202832539712272553e+00
9.216092978689569293e+01,1.088610560427644458e+01
9.927478138764880100e+01,1.116315140919960669e+01
1.518764878655888992e+02,6.753340331922366602e+00
1.118852965216177040e+02,-1.365739321218941038e+00
8.513101620760625110e+01,2.063289617467872361e+01
4.612538543059396545e+01,1.255652644746608182e+01
1.311801099416526029e+02,2.019764499307397188e+01
1.211942920314325960e+02,1.665478493677257532e+01
2.006466976884311393e+01,7.199231656861122097e+00
1.694596366264156018e+02,3.453676087890138469e+00
1.823305166166254310e+02,1.426518579663370012e+01
1.705784895459300117e+02,9.059529040020935398e+00
7.758970192046247405e+01,7.990569608227687581e+00
9.787066462426363955e+01,3.440617497769618560e-01
-7.933221616714767777e+00,-1.907235399112915952e-01
1.966769284523043950e+02,1.788815034703173623e+01
2.041346767183089739e+01,1.643606223112601938e+01
1.186771812406127395e+02,9.843435014284130702e+00
-7.352064087748112797e+01,4.451797882369820769e+00
2.133132094407973227e+02,5.358856816853004190e+00
1.680622093331898625e+01,-6.656931928048698266e-01
1.034645650302697675e+02,2.241967461144837159e+01
-5.099297683767439793e+01,1.496957168367618074e+01
2.911118266255510179e+01,4.478658914116314449e+00
-2.304611289147070252e+01,6.664682683573778021e+00
1.330155263998902910e+02,1.553629421880350137e+00
1.099167199208143408e+01,-2.945783105311587047e+00
2.431899439128111453e+02,2.235891156921820055e+00
-7.023562261581588473e+01,-1.521459850164320393e+00
1.719036690819327191e+02,8.654418703704640947e+00
8.443269611431196608e+01,1.210107062030107983e+01
1.056160471972202259e+02,-4.551442564536714919e+00
-8.873829960518285986e+01,-7.626880170993644015e+00
1.516198938718076761e+02,7.538467903226479194e+00
-5.214761576800479048e+01,3.277718458296300152e+00
1.878223668027177098e+02,8.365611509637323806e+00
3.251303296501985329e+01,3.808294822075280806e+00
1.727731197691913110e+02,7.565669154195536983e+00
-5.970757117691454852e+01,4.039415612484891782e-01
3.648925173025200053e+01,5.292987044577435185e+00
2.992301222934922578e+01,2.877874264002625582e-01
1.155221376057358782e+02,1.578815485223026727e+01
3.264413547331923127e+01,-1.562783289264048214e+01
1.931862504898929842e+02,2.904475728693391545e+01
4.861504235406659546e+01,1.998082238267640776e+01
3.308323031804208085e+02,2.209966667675710994e+01
2.072168422832747297e+02,2.441233626682311808e+01
1.003394298487787637e+02,-7.634489487423943288e+00
1.205314979745271131e+02,-5.510816433923491076e+00
-7.393002075715143917e+01,1.201686007127196021e+01
-4.660308572846113151e+01,1.184429244898101530e+01
7.499117303210064200e+00,4.725318870435280871e+00
4.748917734271796576e+01,7.695002969334810317e+00
1.368614007248098972e+02,4.494103444214264442e+00
7.908030840310796350e+01,9.881270262036425223e+00
-7.827333968499023342e+01,5.630012368405194145e+00
-1.710368957084463304e+01,8.345905627559897511e+00
-1.219182790090028021e+02,-2.164219833293319084e+01
2.082536947197320032e+01,4.894283648719263802e+00
-2.203863451999636069e+01,1.495713657399219443e+01
1.178547619886351612e+02,7.097482594816529655e+00
-3.392101303446317218e+01,-5.418566018546501439e+00
-1.553737012127338335e-01,7.500953449665820116e+00
-5.952506324800479831e+01,-6.206748264135105053e+00
-1.026045582559941494e+02,-2.170182451483097452e+01
-8.286491812958495018e+01,3.877821572890267188e+00
5.312105825129776093e+01,6.884734213448863827e+00
-5.888841168631889644e+01,-6.478886257006327698e-02
4.784422113785070252e+01,1.410784596303250460e+01
-1.446976302457838131e+02,3.249345064720633225e+00
-8.973860857850849015e+01,4.680207853824548181e+00
-5.648160171393794826e+01,-4.778354850386810071e+00
-5.398926774283876995e+01,2.422464552127373327e+00
-1.225181678206414659e+01,-3.478166347103803790e+00
-8.241450159462003455e+01,4.480087354764380470e-01
-6.344361500853002411e+01,-1.774119315091433435e+01
-7.341052661273690205e+01,-3.040318383884975884e+00
-6.068367330462972120e+01,1.132796639462612553e+01
9.694328534379188511e+00,-6.335086271391831225e+00
-8.871043731096321494e+01,-5.536835772444710813e+00
1.313614109880976457e+02,5.406038567752732504e+00
-1.229088904652142986e+02,-3.540393736588666185e-01
9.447562644083623695e+01,3.159823949447389424e+00
1.879209484486269233e+01,-1.292419416695576295e+01
2.149491674879191123e+02,-8.710655281942194961e+00
-5.791885259458778634e+00,7.009103111846885170e+00
1.486833079156444910e+02,7.527283469494609136e+00
-1.691597649827311898e+02,7.036253640698403977e+00
2.368212948629926018e+02,5.005489545527402662e+00
-2.221997800016783486e+01,5.484716818686301565e-01
1.238119759135539795e+02,3.733301587312568337e+00
-6.882014414822280912e+01,4.057807174648109694e+00
1.096682365200478060e+01,2.906729297848976934e+00
-2.700849810735742551e+01,4.565605559785089085e+00
-3.426322476780184445e+01,7.325636723733492062e+00
3.191773084149231554e+00,-3.320495587947307037e+00
3.367822601259246795e+01,1.484167547667579079e+01
2.427249838645849067e+01,1.285145031756497502e+01
1.176975832400542714e+02,1.055511784111650009e+01
1.381507646788337240e+02,-9.688807340051920347e-01
1.802755949834187987e+01,1.018752533228201962e+01
9.684655060559791195e+00,-3.123848254876880892e-01
7.909306093467398568e+01,5.154859307165943427e+00
4.722655232645210077e+01,1.103030296724365833e+01
7.875799503275312929e+01,-7.802173475563257021e+00
4.856213141954940937e+01,-1.188807723287589546e+00
6.384635131371877037e+01,-3.034476053965784903e+00
3.916612754518106243e+01,-7.577608872465345868e+00
1.088527818487020937e+02,4.063495192544698043e+00
1.196647356693877242e+02,1.553379157333327498e+01
-9.249353453412519244e+00,1.132402188474139137e+01
1.015573943557950685e+02,-3.028088692530357395e+00
1.846398722731256896e+02,1.766161870978483606e+01
1.467213847970143448e+01,1.762401040153320864e+01
5.847014725189529116e+01,5.025375834267375552e+00
-2.285529487524372882e+01,-8.349768122329736642e+00
1.646770623101433628e+00,1.056588363478416248e+01
1.149384749576315272e+02,3.309391279544351505e+01
-1.079016887201063390e+01,5.139780715557045454e+01
3.131624478229644737e+01,4.108061097623625813e+01
3.444811423341435130e+01,4.827635488022890087e+01
1.636340700905630001e+02,5.129171223049570472e+01
