-5.971365356445312500e+01,-2.681088209152221680e+00,1.143046283721923828e+01,1.024334144592285156e+01,-3.191049957275390625e+01,-6.435393810272216797e+00,3.820245265960693359e+00,-1.979697418212890625e+01,-1.993315887451171875e+01,-4.940220832824707031e+00,-3.009468317031860352e+00,-8.741504669189453125e+00,3.766564130783081055e+00,-1.746473121643066406e+01,4.722290992736816406e+00,-8.205352783203125000e+00,-2.822771310806274414e+00,-1.646831321716308594e+01,-1.566546535491943359e+01,-1.209713077545166016e+01
3.508585739135742188e+01,1.628445506095886230e+00,5.946565270423889160e-01,-3.304861450195312500e+01,-1.375897502899169922e+01,1.129566955566406250e+01,6.335774993896484375e+01,1.412599754333496094e+01,1.717425155639648438e+01,1.596764564514160156e+01,-1.377050578594207764e-01,-2.086467933654785156e+01,1.062709808349609375e+01,6.979674816131591797e+00,-1.204325199127197266e+01,3.235895186662673950e-02,-4.529638767242431641e+00,-4.271998882293701172e+00,7.567510604858398438e+00,3.493986511230468750e+01
-2.097609710693359375e+01,1.233876824378967285e+00,1.737745523452758789e+00,4.433785438537597656e+00,-5.805775451660156250e+01,-1.457617187500000000e+01,-7.711722850799560547e+00,-1.368295764923095703e+01,-2.916002655029296875e+01,3.333751678466796875e+00,-2.691472244262695312e+01,-6.877086162567138672e+00,7.406650543212890625e+00,-1.269325828552246094e+01,1.763206291198730469e+01,1.320972442626953125e+00,1.319412612915039062e+01,7.441141128540039062e+00,1.126094818115234375e+01,-2.223789215087890625e+01
3.028965187072753906e+01,4.761298179626464844e+00,-2.034704923629760742e+00,-3.545886230468750000e+01,-1.957476425170898438e+01,2.664339065551757812e+01,7.092470550537109375e+01,7.787594318389892578e+00,6.830327510833740234e-01,3.656684494018554688e+01,-7.536620140075683594e+00,-2.216773223876953125e+01,4.219650650024414062e+01,5.515197753906250000e+00,1.509343719482421875e+01,2.272006797790527344e+01,-1.189653396606445312e+01,3.176745414733886719e+01,-4.742502212524414062e+00,1.286322975158691406e+01
2.546974372863769531e+01,5.518639564514160156e+00,-6.780639886856079102e-01,3.397536087036132812e+01,-2.462458038330078125e+01,-7.659633636474609375e+00,-4.274160003662109375e+01,-1.447863006591796875e+01,4.821130931377410889e-01,-1.142906904220581055e+00,-9.532923698425292969e+00,-1.642190742492675781e+01,2.271741390228271484e+00,9.486275672912597656e+00,1.944083023071289062e+01,1.447331905364990234e+00,-1.716524887084960938e+01,-1.005393028259277344e+01,-2.095582580566406250e+01,1.755468750000000000e+01
2.435845336914062500e+02,6.837079524993896484e+00,-2.160975456237792969e+01,2.819344329833984375e+01,-2.758469581604003906e+01,-4.988568425178527832e-01,-4.120422363281250000e+01,4.132077217102050781e+00,-1.806797790527343750e+01,-1.386074781417846680e+00,-3.718450164794921875e+01,2.365327358245849609e+00,4.187075614929199219e+00,1.466670513153076172e+01,1.527516269683837891e+01,-4.994749546051025391e+00,-7.533519268035888672e-01,-7.494750976562500000e+00,1.390863895416259766e+01,-2.289179992675781250e+01
1.250163650512695312e+02,7.006273269653320312e+00,4.520366191864013672e+00,2.302252769470214844e+00,-3.537950134277343750e+01,1.866569137573242188e+01,-1.125895404815673828e+01,-3.877200126647949219e+00,-2.207881546020507812e+01,-1.442500591278076172e+01,-1.277966403961181641e+01,8.980278968811035156e+00,7.166431427001953125e+00,1.356389999389648438e+01,1.201703453063964844e+01,-7.010817050933837891e+00,1.647873306274414062e+01,-5.941347122192382812e+00,1.014488220214843750e+01,-2.032965660095214844e+01
1.207774658203125000e+02,1.868907356262207031e+01,-2.908221435546875000e+01,-2.712218856811523438e+01,7.360436439514160156e+00,-6.626833915710449219e+00,3.496868896484375000e+01,-1.681692886352539062e+01,3.267257690429687500e+01,2.045026588439941406e+01,1.231966495513916016e+01,-1.016011142730712891e+01,-3.145265197753906250e+01,-5.359300613403320312e+00,2.347221851348876953e+00,5.937216281890869141e+00,8.255050659179687500e+00,-9.631401062011718750e+00,2.947604894638061523e+00,-1.611558723449707031e+01
-9.993643188476562500e+01,-1.244201660156250000e+01,1.312723159790039062e+01,2.518070220947265625e+01,3.176320648193359375e+01,-1.681036758422851562e+01,-3.247040176391601562e+01,-3.729647827148437500e+01,9.006117820739746094e+00,-2.586004495620727539e+00,-6.913948535919189453e+00,-3.549989318847656250e+01,-4.078960418701171875e+01,-8.312462615966796875e+01,1.220615983009338379e+00,4.590916061401367188e+01,-1.483260631561279297e+01,4.785535430908203125e+01,2.080523490905761719e+00,2.277660369873046875e+01
1.607189369201660156e+01,1.600693225860595703e+00,5.411989688873291016e+00,8.881932258605957031e+00,-4.211006927490234375e+01,9.536890029907226562e+00,1.236568641662597656e+01,2.104111194610595703e+00,-1.514181518554687500e+01,-9.071201324462890625e+00,-1.038268947601318359e+01,9.669804573059082031e+00,1.381776332855224609e+01,-1.555025100708007812e+01,4.338970661163330078e+00,-3.700079679489135742e+00,2.061861228942871094e+01,-2.813800811767578125e+00,5.442084312438964844e+00,-1.203168678283691406e+01
