-1.242348420741809605e+02,-2.400113434649776778e+00,2.146374674725052856e+01,3.776105415302254187e+01,-6.425756794654110315e+00,-5.066839088511033928e+00,-1.402100546614869714e+01,-2.198986368338287889e+01,5.331862251486382931e+00,-4.388992219181982790e+00
-1.455910974434563343e+02,-9.664853655304948887e+00,2.183205840978127554e+01,7.903522144772235691e+00,-3.703919764090851174e+01,9.211322298671849040e+00,2.505573450769250865e+00,-2.950511418883743531e+01,-1.827267428066382493e+01,1.832229055168032161e+01
-5.904018074949026840e+01,-1.559796782013276539e+00,4.605725985851651494e+00,-6.704550543903181392e+01,1.874055876554456379e+00,1.390217696626588051e+01,-3.349977343105987160e+01,-8.184361265154016962e+00,-1.623217485289137940e+01,-3.403160629493472555e+01
-7.694425057170583671e+01,-8.079579150674879529e+00,-2.327471450278124632e+00,-6.985826635321078015e+01,-1.469342938134431797e+01,1.044775901482548397e+00,-8.890215189660999329e+00,1.257632423889765594e+00,-2.472572069165866893e+01,-3.055683814451240110e+01
-7.653372861535900995e+01,-1.231536949615506416e+01,1.968617420172740040e+01,-7.836834860916185619e+01,6.321722454314651962e+00,2.143918345460454233e+01,-2.859724915022593805e+01,-1.054304936560243888e+01,-1.902645105550791271e+01,-3.683668827755405317e+01
-3.365499446993651844e+01,-6.406168037435358009e+00,2.639260043994922089e-01,-7.123134367947929491e+01,-5.805275544423677658e+00,7.997711953013486585e+00,-2.652132569781911897e+01,-1.351645622575247252e+01,-1.279742185528235510e+01,-3.377129811244162028e+01
-1.361486934020588819e+02,-2.876115811261999866e+01,1.794786641213665845e+01,-7.825500815784030806e+01,6.258415439636035416e+00,4.231585009466187586e+01,5.627702557299820718e+00,1.296009869066130626e+01,-4.333061149332186091e+01,-2.441481126146645053e+01
-1.626328558389910768e+02,-5.537249086698904144e+00,2.142402800731089130e+00,6.885659168238481342e+00,1.707035508737738994e+01,-3.452176379429494091e+01,1.050666415354082694e+01,-2.989147434056086539e+01,2.475729571709230825e+01,-1.376795256705594106e+01
-1.593065516238124530e+02,3.923606112004943913e+00,-3.535597081586080215e+00,3.033530446102324696e+00,7.200516251582819827e+00,-4.247113664447454084e+01,1.035931199320033436e+01,-3.796337966622493099e+01,2.713495059309262558e+01,-1.998759674890750659e+01
-9.784028300675157652e+01,-3.375493349673052812e+00,8.970570494213063739e+00,2.037470536278946298e+01,2.829019359888834373e+01,-1.647332507608993879e+01,-3.658601491672115458e+01,-3.087125889232693865e+01,9.266180227566751526e+00,-4.642682554772706638e+00
-2.083751900047974743e+02,-7.013790858957687391e+00,2.962122824175477120e+01,3.120453772399027059e+01,2.730366738856740838e+01,2.994173708236015585e+01,-1.486109768229661299e+01,-2.455051238417966175e+01,1.121729728637175860e+01,4.447497139922234055e+01
-1.179447377298317292e+02,-2.756296959894873222e+00,2.363834855286930647e+01,3.571918677433190226e+01,2.198247220160969206e+01,3.577522880788344395e+01,-1.986092918185028466e+01,-2.163341074777730100e+01,1.174276481798317562e+01,4.063485567426631917e+01
3.438086495556951228e+00,-1.922258075115654608e+00,-1.060748651141396692e+01,-7.341872961335312198e+01,2.000036071936690618e+01,4.621598644905034803e+00,-5.966912451792462768e+00,5.953242140687141415e+00,-1.568401861112345586e+01,-2.971805546018232036e+01
-1.866132847735177620e+02,-3.019991094022716638e+01,1.139350649965908069e+01,-7.295989853796582736e+01,-2.922434669692191456e+00,-4.864801545640954572e+00,-1.648587275874641023e+01,9.589966510640104858e+00,-3.096724843334649435e+01,-4.155530470733600623e+01
-8.739311856111964971e+01,-1.511849744050357458e+01,8.365025008522994909e+00,-6.639542488654130636e+01,-1.344978534270792281e+01,-9.444499712325721275e-01,-2.192814186286124567e+01,-4.835730165154334514e+00,-2.380365741136818869e+01,-4.141141893661595930e+01
-1.438837095943389954e+02,-2.152557434994185570e+01,3.673105130336963242e+01,2.791288269996152493e+01,-1.880674107647822169e+00,2.660123816747324099e+01,-1.520596049832641228e+01,-1.527819161875165044e+01,-3.330618963449687442e+00,8.722910575901391184e+00
-1.960866737267027133e+02,-1.558014972754707372e+01,2.257201137155811566e+01,-2.844563768920338731e+01,-1.679812666619449857e+01,4.102249131102511548e+00,2.502086813158600265e+00,-3.900040170642970594e+01,-2.789809166080074121e+01,2.069054413684060734e+00
-2.626982733221533977e+02,-5.145316996319814962e+01,2.745890484992655090e+01,-9.895917167150126659e+01,3.521780344164353593e+00,-4.318883057614461229e+00,1.743586322300274816e+01,2.636613286326263861e+01,-3.077199364861718678e+01,-2.592561156084794760e+01
-1.203752755849329645e+02,-4.144367787594917729e+01,5.936426651604059579e+00,-9.577667037010152740e+01,2.955633194047903700e+01,2.621705255760990383e+01,-1.166431766510580914e+01,4.108324373486070158e+01,-3.749198254584923973e+01,-3.952835452852286124e+01
-1.079657267301185186e+02,-3.785696332660739927e+01,1.992591501220946171e+01,-8.824974752353134022e+01,1.731929978682638449e+01,1.591361766723376547e+01,-5.076862066184710365e+00,1.605292252998083313e+01,-2.773080608458607443e+01,-4.678556890425282688e+01
-8.661731055116950984e+01,-2.642523306424335416e+01,2.415935337207168487e+01,-6.776101916472329378e+01,3.727340538881413590e+00,5.733980081294792797e+01,-1.334960598099005580e+01,1.100401458231598184e+01,-3.999273171941836580e+01,-1.658229442901097528e+01
-2.088807323139110110e+02,-1.145374500823638542e+01,3.732398557617963064e+01,-3.680995079054437724e+01,6.025910384062443370e+01,-1.715331046106721757e+01,4.656923469610135413e+01,2.708677468382686016e+01,-9.080342174915724485e+00,3.788353759965401224e+01
-2.587337505745393855e+02,-4.307701921824196489e+01,3.983296147212239902e+01,-9.022681264690346836e+01,-3.248678857538362053e+01,1.539230043149294502e+01,-3.500095918139854989e-01,1.441902491627252303e+01,-3.667753203701955300e+01,-2.461572614444418150e+01
8.098582041637206075e+00,-3.099612796573173767e+01,3.847718429783726801e+00,-8.256099480741956143e+01,-6.999023020286444741e+00,2.684006968782147950e+01,-1.989975453120876026e+01,3.788496221249413765e+01,-3.247701141123042845e+01,-3.887806128386646520e+01
-1.955517264721497952e+02,-7.583190948361795414e+00,2.955605334378383731e+01,3.516381921747674255e+01,5.704413485976632892e+00,-1.056539793775074720e+01,-1.165038070605207388e+01,-2.760060654934581237e+01,4.904928727349585849e+00,-4.240442945256536866e+00
-1.060922304720075857e+02,-2.798858953182197240e+01,1.955331293816335858e+01,-7.829894834097750334e+01,7.064642489782444912e+00,4.307856121596906007e+01,1.700795383592232035e+00,1.829274294063874606e+01,-4.147235454319747561e+01,-2.115508952423978073e+01
-6.976459092672328666e+01,-3.061741360055154715e+01,3.786995320210649218e+00,-6.870243185834210919e+01,4.496634805681294367e+00,6.320328583954988311e+00,-2.262116572272184811e+01,2.450265168332112253e+01,-3.194328016120824998e+01,-3.897160109075424117e+01
-1.705404624839553946e+02,-8.403590113011476959e+00,6.532455143170170508e+00,2.415614692763842442e+01,2.871854405336317839e+01,-3.240080552796695201e+01,-2.473939113098845510e+01,-2.639834331938579126e+01,6.593868864757720161e+00,1.581932236877828524e-01
-5.623393614273716423e+01,-2.444772972593235139e+01,1.624151330743649879e+01,-7.050585603898784370e+01,7.498376674701930256e+00,1.084563337742278044e+01,-3.378249606687847262e+01,7.675672137276956519e+00,-3.401460994270499327e+01,-2.238727834814824291e+01
-3.846171985349039346e+01,4.740907793293394512e+00,8.181366538808953592e+00,5.022679116501773677e+01,-7.772065603064675976e+00,-2.389403613680926686e+00,-2.437290545925224095e+01,-2.712456103790975348e+01,6.070495985960162599e+00,-5.003321930841086562e+00
-2.275011488018983385e+01,-4.533146765675125422e+00,5.507069401923305740e+00,-6.450620148027301326e+00,-4.105106813373163277e+01,1.974239592522627618e+01,1.717826977801648880e+01,-1.559059586966137223e+00,-1.554542518663832418e+01,-1.215794783254596467e+01
-4.926793145717297762e+01,-7.618482028578967835e+00,2.187874706960177207e+01,-3.854655681820401014e+01,6.652525546171101212e+01,-2.025174256637006209e+01,-8.392474329459161941e-01,4.386153664882240832e+01,1.536977518833230860e+00,-3.421627393625489333e+01
-2.277391713596568223e+01,-7.733297441799487082e+00,-3.339003204655870416e+00,-1.098751121745074144e+01,-2.141164168423487268e+01,-4.604942558054787582e+00,1.258920392266966815e+01,6.690374252583950465e+00,-1.461326157592500330e+01,-3.878402923188320983e+01
-2.575577986195725089e+01,1.742961272380027404e+00,3.701138371873120558e+00,-6.072578700807737206e+00,-1.467247878305149023e+01,9.427016100940560861e+00,-1.243177338936798293e+01,-3.310237291834881290e+01,-9.294935293064481741e+00,4.729944309107444234e+00
6.973390781172369657e+01,1.639538455709946163e+01,-2.935752201818023766e-01,-1.379447061001466190e+00,-2.785159650912287077e+01,2.170998022905271085e+01,-1.170207876690882287e+01,-2.792164646935815142e+01,-1.162984271944761616e+01,-7.267803111078966261e+00
-1.983032293081359683e+02,-9.697172795502586595e-01,1.105628376772293464e+01,2.782047563470738183e+01,-3.200510364230163418e+01,-2.742892096563545579e+01,3.489322270627333911e+00,-6.423672458946427355e+00,7.188920022536876786e+00,-1.461260832182039593e+01
-4.504849992765876010e+01,-2.575401548299118915e+01,1.408547920845247248e+01,-2.938925042984243774e+01,-4.873799608139630379e+01,3.021944018989843528e+01,2.901384440307734458e+00,1.486412507036989439e+01,-2.793914892437140551e+01,-2.497379092010444523e+01
-1.019673783559350397e+02,-2.049399847950238396e+01,2.458919879538440867e+01,-3.230831237778233600e+01,-2.110102444251175413e+01,3.206064046629300890e+01,-1.096429949234853396e+01,-3.191527746745550687e+01,-3.375585810806741449e+01,-5.911690337192330169e+00
-3.867746097671997774e+01,-2.491285632150137630e+01,4.137815383921592627e+01,-9.670762728919099516e+01,2.763458884643440694e+00,5.345299374473476206e+01,-8.295261472291427296e+00,1.015939133879422407e+01,-3.077668803111980367e+01,-5.810570745374688784e+01
-6.206162510327249038e+01,-1.377275777544123336e+01,1.960334923027484422e+01,-1.734292623435929936e+00,-8.006508932931387434e+00,1.303703838796799985e+01,-1.408322752243359943e+01,-3.062204401613964322e+01,-1.611002222650001769e+01,-5.991402799696453618e-01
-6.539202292639586744e+01,-5.266207781113217123e+01,3.271026637239650370e+01,-9.004873200008461254e+01,-8.650559551672001746e+00,4.945019153763066555e+01,1.281073315141223024e+00,5.445157198410032606e+01,-4.259697840958720150e+01,-5.097912803922717728e+01
